0,1,5,0,46061.88099,0.00007694,100,{'asd':'asd'},1,1546296600,1546296600,1546296600,LINK,BTC
0,1,5,1,46061.88099,0.00007737,100,{'asd':'asd'},1,1546296600,1546296600,1546296600,LINK,BTC
id,1,5,0,42681.54282,0.00007737,100,{'asd':'asd'},1,1546303800,1546303800,1546303800,LINK,BTC
id,1,5,1,42681.54282,0.00007884,100,{'asd':'asd'},1,1546303800,1546303800,1546303800,LINK,BTC
id,1,5,0,51341.1982,0.00007884,100,{'asd':'asd'},1,1546308300,1546308300,1546308300,LINK,BTC
id,1,5,1,51341.1982,0.00007906,100,{'asd':'asd'},1,1546308300,1546308300,1546308300,LINK,BTC
id,1,5,0,48732.58816,0.00007906,100,{'asd':'asd'},1,1546315500,1546315500,1546315500,LINK,BTC
id,1,5,1,48732.58816,0.00007865,100,{'asd':'asd'},1,1546315500,1546315500,1546315500,LINK,BTC
id,1,5,0,44498.53049,0.00007865,100,{'asd':'asd'},1,1546322700,1546322700,1546322700,LINK,BTC
id,1,5,1,44498.53049,0.00007875,100,{'asd':'asd'},1,1546322700,1546322700,1546322700,LINK,BTC
id,1,5,0,41009.96849,0.00007875,100,{'asd':'asd'},1,1546329900,1546329900,1546329900,LINK,BTC
id,1,5,1,41009.96849,0.00007954,100,{'asd':'asd'},1,1546329900,1546329900,1546329900,LINK,BTC
id,1,5,0,53141.33592,0.00007989,100,{'asd':'asd'},1,1546335000,1546335000,1546335000,LINK,BTC
id,1,5,1,53141.33592,0.00007926,100,{'asd':'asd'},1,1546335000,1546335000,1546335000,LINK,BTC
id,1,5,0,46923.476,0.00007926,100,{'asd':'asd'},1,1546342200,1546342200,1546342200,LINK,BTC
id,1,5,1,46923.476,0.00007999,100,{'asd':'asd'},1,1546342200,1546342200,1546342200,LINK,BTC
id,1,5,0,52617.81883,0.00007999,100,{'asd':'asd'},1,1546349400,1546349400,1546349400,LINK,BTC
id,1,5,1,52617.81883,0.00007925,100,{'asd':'asd'},1,1546349400,1546349400,1546349400,LINK,BTC
id,1,5,0,39486.12112,0.00007925,100,{'asd':'asd'},1,1546356600,1546356600,1546356600,LINK,BTC
id,1,5,1,39486.12112,0.0000802,100,{'asd':'asd'},1,1546356600,1546356600,1546356600,LINK,BTC
id,1,5,0,52586.40058,0.0000802,100,{'asd':'asd'},1,1546357800,1546357800,1546357800,LINK,BTC
id,1,5,1,52586.40058,0.00007992,100,{'asd':'asd'},1,1546357800,1546357800,1546357800,LINK,BTC
id,1,5,0,52582.34051,0.00007992,100,{'asd':'asd'},1,1546365000,1546365000,1546365000,LINK,BTC
id,1,5,1,52582.34051,0.0000786,100,{'asd':'asd'},1,1546365000,1546365000,1546365000,LINK,BTC
id,1,5,0,38901.30354,0.0000786,100,{'asd':'asd'},1,1546372200,1546372200,1546372200,LINK,BTC
id,1,5,1,38901.30354,0.00007857,100,{'asd':'asd'},1,1546372200,1546372200,1546372200,LINK,BTC
id,1,5,0,39617.75094,0.00007857,100,{'asd':'asd'},1,1546379400,1546379400,1546379400,LINK,BTC
id,1,5,1,39617.75094,0.00007794,100,{'asd':'asd'},1,1546379400,1546379400,1546379400,LINK,BTC
id,1,5,0,51850.64845,0.00007784,100,{'asd':'asd'},1,1546386900,1546386900,1546386900,LINK,BTC
id,1,5,1,51850.64845,0.00007791,100,{'asd':'asd'},1,1546386900,1546386900,1546386900,LINK,BTC
id,1,5,0,44812.56486,0.0000779,100,{'asd':'asd'},1,1546394700,1546394700,1546394700,LINK,BTC
id,1,5,1,44812.56486,0.00007787,100,{'asd':'asd'},1,1546394700,1546394700,1546394700,LINK,BTC
id,1,5,0,50510.53732,0.00007787,100,{'asd':'asd'},1,1546401900,1546401900,1546401900,LINK,BTC
id,1,5,1,50510.53732,0.00007825,100,{'asd':'asd'},1,1546401900,1546401900,1546401900,LINK,BTC
id,1,5,0,46555.30383,0.00007825,100,{'asd':'asd'},1,1546409100,1546409100,1546409100,LINK,BTC
id,1,5,1,46555.30383,0.00007846,100,{'asd':'asd'},1,1546409100,1546409100,1546409100,LINK,BTC
id,1,5,0,52383.20427,0.00007846,100,{'asd':'asd'},1,1546416300,1546416300,1546416300,LINK,BTC
id,1,5,1,52383.20427,0.00007881,100,{'asd':'asd'},1,1546416300,1546416300,1546416300,LINK,BTC
id,1,5,0,46377.73077,0.00007881,100,{'asd':'asd'},1,1546423500,1546423500,1546423500,LINK,BTC
id,1,5,1,46377.73077,0.00007967,100,{'asd':'asd'},1,1546423500,1546423500,1546423500,LINK,BTC
id,1,5,0,37941.09987,0.00007967,100,{'asd':'asd'},1,1546426200,1546426200,1546426200,LINK,BTC
id,1,5,1,37941.09987,0.00007971,100,{'asd':'asd'},1,1546426200,1546426200,1546426200,LINK,BTC
id,1,5,0,54048.0554,0.00007967,100,{'asd':'asd'},1,1546441500,1546441500,1546441500,LINK,BTC
id,1,5,1,54048.0554,0.00008018,100,{'asd':'asd'},1,1546441500,1546441500,1546441500,LINK,BTC
id,1,5,0,39484.45218,0.00008028,100,{'asd':'asd'},1,1546454700,1546454700,1546454700,LINK,BTC
id,1,5,1,39484.45218,0.00008038,100,{'asd':'asd'},1,1546454700,1546454700,1546454700,LINK,BTC
id,1,5,0,36907.72578,0.00008017,100,{'asd':'asd'},1,1546462800,1546462800,1546462800,LINK,BTC
id,1,5,1,36907.72578,0.00008066,100,{'asd':'asd'},1,1546462800,1546462800,1546462800,LINK,BTC
id,1,5,0,41314.12833,0.00008066,100,{'asd':'asd'},1,1546470000,1546470000,1546470000,LINK,BTC
id,1,5,1,41314.12833,0.00008091,100,{'asd':'asd'},1,1546470000,1546470000,1546470000,LINK,BTC
id,1,5,0,49042.01324,0.00008091,100,{'asd':'asd'},1,1546477200,1546477200,1546477200,LINK,BTC
id,1,5,1,49042.01324,0.00008182,100,{'asd':'asd'},1,1546477200,1546477200,1546477200,LINK,BTC
id,1,5,0,38231.43007,0.00008182,100,{'asd':'asd'},1,1546478100,1546478100,1546478100,LINK,BTC
id,1,5,1,38231.43007,0.00008316,100,{'asd':'asd'},1,1546478100,1546478100,1546478100,LINK,BTC
id,1,5,0,38587.85491,0.00008316,100,{'asd':'asd'},1,1546479900,1546479900,1546479900,LINK,BTC
id,1,5,1,38587.85491,0.00008447,100,{'asd':'asd'},1,1546479900,1546479900,1546479900,LINK,BTC
id,1,5,0,43862.94285,0.00008447,100,{'asd':'asd'},1,1546480800,1546480800,1546480800,LINK,BTC
id,1,5,1,43862.94285,0.00008587,100,{'asd':'asd'},1,1546480800,1546480800,1546480800,LINK,BTC
id,1,5,0,50118.21036,0.00008587,100,{'asd':'asd'},1,1546481100,1546481100,1546481100,LINK,BTC
id,1,5,1,50118.21036,0.00008706,100,{'asd':'asd'},1,1546481100,1546481100,1546481100,LINK,BTC
id,1,5,0,52668.62137,0.000087,100,{'asd':'asd'},1,1546485600,1546485600,1546485600,LINK,BTC
id,1,5,1,52668.62137,0.0000882,100,{'asd':'asd'},1,1546485600,1546485600,1546485600,LINK,BTC
id,1,5,0,44788.48427,0.00009268,100,{'asd':'asd'},1,1546491600,1546491600,1546491600,LINK,BTC
id,1,5,1,44788.48427,0.00009408,100,{'asd':'asd'},1,1546491600,1546491600,1546491600,LINK,BTC
id,1,5,0,38201.62568,0.00009408,100,{'asd':'asd'},1,1546491900,1546491900,1546491900,LINK,BTC
