0,1,5,0,2182.587782,0.008058,100,{'asd':'asd'},1,1546315500,1546315500,1546315500,LTC,BTC
0,1,5,1,2182.587782,0.008113,100,{'asd':'asd'},1,1546315500,1546315500,1546315500,LTC,BTC
0,1,5,0,2606.092846,0.008189,100,{'asd':'asd'},1,1546336500,1546336500,1546336500,LTC,BTC
0,1,5,1,2606.092846,0.008213,100,{'asd':'asd'},1,1546336500,1546336500,1546336500,LTC,BTC
0,1,5,0,2551.657017,0.00822,100,{'asd':'asd'},1,1546347600,1546347600,1546347600,LTC,BTC
0,1,5,1,2551.657017,0.008182,100,{'asd':'asd'},1,1546347600,1546347600,1546347600,LTC,BTC
0,1,5,0,2177.44709,0.008216,100,{'asd':'asd'},1,1546355100,1546355100,1546355100,LTC,BTC
0,1,5,1,2177.44709,0.008212,100,{'asd':'asd'},1,1546355100,1546355100,1546355100,LTC,BTC
0,1,5,0,2325.423645,0.008212,100,{'asd':'asd'},1,1546362300,1546362300,1546362300,LTC,BTC
0,1,5,1,2325.423645,0.008177,100,{'asd':'asd'},1,1546362300,1546362300,1546362300,LTC,BTC
0,1,5,0,2181.196951,0.008177,100,{'asd':'asd'},1,1546369500,1546369500,1546369500,LTC,BTC
0,1,5,1,2181.196951,0.008307,100,{'asd':'asd'},1,1546369500,1546369500,1546369500,LTC,BTC
0,1,5,0,2576.289658,0.008443,100,{'asd':'asd'},1,1546375500,1546375500,1546375500,LTC,BTC
0,1,5,1,2576.289658,0.008373,100,{'asd':'asd'},1,1546375500,1546375500,1546375500,LTC,BTC
0,1,5,0,2269.534802,0.008373,100,{'asd':'asd'},1,1546382700,1546382700,1546382700,LTC,BTC
0,1,5,1,2269.534802,0.008349,100,{'asd':'asd'},1,1546382700,1546382700,1546382700,LTC,BTC
0,1,5,0,2334.215116,0.008329,100,{'asd':'asd'},1,1546398600,1546398600,1546398600,LTC,BTC
0,1,5,1,2334.215116,0.008329,100,{'asd':'asd'},1,1546398600,1546398600,1546398600,LTC,BTC
0,1,5,0,2050.770285,0.008332,100,{'asd':'asd'},1,1546406700,1546406700,1546406700,LTC,BTC
0,1,5,1,2050.770285,0.008344,100,{'asd':'asd'},1,1546406700,1546406700,1546406700,LTC,BTC
0,1,5,0,2248.529147,0.008463,100,{'asd':'asd'},1,1546434300,1546434300,1546434300,LTC,BTC
0,1,5,1,2248.529147,0.008434,100,{'asd':'asd'},1,1546434300,1546434300,1546434300,LTC,BTC
0,1,5,0,1956.714008,0.008434,100,{'asd':'asd'},1,1546441500,1546441500,1546441500,LTC,BTC
0,1,5,1,1956.714008,0.008469,100,{'asd':'asd'},1,1546441500,1546441500,1546441500,LTC,BTC
0,1,5,0,2332.099329,0.008467,100,{'asd':'asd'},1,1546450800,1546450800,1546450800,LTC,BTC
0,1,5,1,2332.099329,0.008489,100,{'asd':'asd'},1,1546450800,1546450800,1546450800,LTC,BTC
0,1,5,0,2330.998484,0.008516,100,{'asd':'asd'},1,1546469700,1546469700,1546469700,LTC,BTC
0,1,5,1,2330.998484,0.008469,100,{'asd':'asd'},1,1546469700,1546469700,1546469700,LTC,BTC
0,1,5,0,1853.328458,0.008469,100,{'asd':'asd'},1,1546476900,1546476900,1546476900,LTC,BTC
0,1,5,1,1853.328458,0.008476,100,{'asd':'asd'},1,1546476900,1546476900,1546476900,LTC,BTC
0,1,5,0,2498.990158,0.008428,100,{'asd':'asd'},1,1546494900,1546494900,1546494900,LTC,BTC
0,1,5,1,2498.990158,0.00848,100,{'asd':'asd'},1,1546494900,1546494900,1546494900,LTC,BTC
0,1,5,0,2569.513225,0.00848,100,{'asd':'asd'},1,1546502100,1546502100,1546502100,LTC,BTC
0,1,5,1,2569.513225,0.008364,100,{'asd':'asd'},1,1546502100,1546502100,1546502100,LTC,BTC
0,1,5,0,2220.779051,0.008364,100,{'asd':'asd'},1,1546509300,1546509300,1546509300,LTC,BTC
